@relation electricity-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute Feature0 numeric
@attribute Feature1 numeric 
@attribute Feature2 numeric 
@attribute Feature3 numeric 
@attribute Feature4 numeric 
@attribute Feature5 numeric 
@attribute class {positive,negative} 

@data
2.2860047779841546,2.3880668515876344,1.8397472901717542,2.9530523946467433,2.326540467302308,1.5895240792311418,negative
2.8968268993716637,3.13246236008264,3.1401200725959764,2.05753109167498,2.078592432923288,2.2453487623692316,positive
1.1662986073102595,2.2274277487588274,2.6974954904192314,2.1932532183339823,2.9418132005786033,2.2560055742679257,negative
1.811070321760095,2.011931854146044,2.258646296617761,2.9587758643722077,3.343389254929959,1.5835561023127678,negative
1.2632420799175341,3.107037408636824,2.1897968368185694,2.278373199289966,1.9298578354820286,2.894690799256483,negative
2.0828126457103586,2.727003186909582,1.9538415006859615,2.5584002544584132,2.6532815862124717,2.0907666489874095,negative
2.1313565449672276,1.7780539758308396,2.214402719504043,2.050812602572762,2.6656422249280127,2.096568308161369,negative
2.798188774181732,1.6324145223729787,2.2237380803215525,1.6485498053214307,2.2533607597397656,1.374374478284223,negative
2.6810307595714233,2.583975891710372,2.4311508122087555,1.7088676301031418,2.3589032397235288,1.9609010197981673,negative
2.2771893389474527,2.123269615625699,3.722008927144501,3.2542478262470658,1.7059803918714027,3.3322149530089997,positive
1.664556966919643,2.392295488542645,1.6776158319917251,2.0322717914547987,2.868290990709661,2.3247017681929996,negative
1.2602896002323887,1.324424190239412,2.036781292877094,1.378683773577946,2.295929122153785,1.743429073228053,negative
1.2694293447910068,3.1289694146855114,2.9242988541090877,2.4310139141481066,2.084903197766916,2.775499088136292,negative
2.8966354790979727,1.768985238489446,1.7540550223671652,1.9597425440500584,3.059449129576849,2.506561494984042,negative
1.8324428399875754,2.815833369490573,3.0400099939755427,2.2521037207214607,2.044380346659591,2.8457965023871146,negative
2.500519076365762,1.62774091141269,1.6254233094324293,1.8653629247934944,3.273257525830564,2.014706483378177,negative
2.8139526009547957,1.86425843060054,2.639659550117013,2.7204616116956486,1.8421864216492088,3.0365359787929727,negative
2.308122578280862,2.621299167687831,3.1350101442461082,2.3132613335268535,1.9066386578062962,2.329572604034849,positive
1.723172083921878,2.2704190450852746,1.8079839058453246,1.7353264903167147,2.746312630869425,2.5554667287109942,negative
2.3611641720469048,1.6950011245124383,1.7216109896928375,1.8879300378748827,2.1920006729908357,1.4173028291235814,negative
3.4285428584294735,1.5859282035215934,3.616166897776489,2.5044477048399325,2.9578018392540923,1.6491092760467982,positive
1.7690453869380112,2.2244025064143065,1.8891389431439578,2.0688467584840775,1.6341377986710333,2.404582091769759,negative
1.734161910215511,1.4769770986857969,2.595776825273619,2.985610355520643,2.9327130934163494,1.4099648782343202,negative
1.2526975191920307,2.192972425275823,2.989701584346532,2.027857844141039,2.656785672715203,1.5982912317220486,negative
2.0843348160766406,1.8001761155763556,2.4515694839704048,1.6642812357982046,2.004267178451848,2.4280988576149647,negative
2.490070112397437,2.9300197271336366,1.6841029160697134,2.824505461192601,2.375512173578974,1.2882299855161616,negative
1.286334527385013,3.1398132234330145,2.6391385508971372,2.197457073349227,2.935810618611482,1.8291963213456162,negative
2.7370937261993378,1.6777967614396838,2.81150212581591,2.6576963151796256,2.033838675106819,2.8850900177059517,negative
3.268438646986842,1.9457635200170071,2.3985426231557443,3.104557880625844,1.5772282247449922,1.6075198890860993,positive
1.4918400806222027,2.1136427074287725,1.757311461649524,1.3353904973645518,3.338321510283183,3.066073253601853,negative
2.1416499766298456,1.5302990923346793,2.9429056707102723,2.830404623060265,2.4262313910688547,2.316214315368681,negative
2.922715390126562,1.8561918753055724,2.812937470881131,2.8607187765677025,2.1816352002913066,2.6653922655695457,negative
1.359982065769439,1.4713790154019304,1.678240762530682,1.433580201195204,2.8942232408887376,1.8000825075473421,negative
1.3481360065525552,2.3869152870947383,2.9655950232439765,1.7891302031120067,2.0301538009257403,1.960519385539801,negative
2.0441962613239126,1.9401884189392256,3.042406018328474,2.847971290338131,3.072986328103102,1.178091335791104,negative
1.2621959540142902,1.8045454990531404,2.793082135028066,2.5130329051319684,2.0084073697754934,2.7550172753606197,negative
2.920894460785702,2.9389057428005216,2.4345651364027963,2.602408528920167,2.998847420209653,1.6652603634771928,positive
1.9998506924971822,3.106838638175129,1.9020934132568772,1.8170279303904249,1.8785109633811792,2.316771078941806,negative
2.3387983283926608,1.8260267712908607,2.6115421943443007,3.1429340137012223,2.5143687412259537,2.378159951692885,positive
2.3437621351547806,2.1764509026598025,1.3137739957346635,3.123565475174009,2.7310326967695873,2.3317934871782864,negative
3.4488078558409723,2.5969107411143724,2.048711984747193,2.3360630561065965,2.454174996645223,1.807399839222968,positive
1.5775469570145615,2.1744082733794827,1.5132525593533546,1.7213129212952665,2.790077056845757,2.8796410494648916,negative
2.278924213101785,1.4665303593606158,2.629698983707354,2.5619422203868067,1.8363786152943564,2.547334359073799,positive
3.0352491561124046,1.9725407885311972,2.9083196912512723,3.0260044632162657,1.705856154907304,1.3228406482055866,negative
2.2696141463497117,2.647584468238122,2.6323657527409408,1.8505809164045888,2.9199015503764714,2.672002083962263,positive
1.9275166857451764,2.4596223485318607,2.0327860164221576,3.046414953621626,2.5949501060555913,2.164714449281674,negative
1.292687244866862,2.0944125082423604,1.6849697126151195,1.6864830636879138,2.00822316155867,2.600987134872527,negative
2.7704789107321983,2.625413449083521,1.5134110839818775,2.532405634440543,2.4818399916570084,1.5421930259024412,negative
3.188746059519559,2.4675504002998294,3.5560779349885174,3.248797718254323,1.3322789972175015,1.943113910762857,positive
2.0047859521485614,2.890291813596304,1.4570913806718488,1.6871091139950227,3.152429591472506,1.8636844266610277,negative
2.6905060541828982,1.4246342038840254,2.569998471221679,2.3047129012111545,3.308841925611174,2.79860740244551,negative
1.5019403765272286,2.21422466083044,2.6272312257125416,2.3434637190422025,1.9853105967890037,1.9184773432220417,negative
3.750933141627938,1.7131243905372417,3.301001064014393,3.0769225045236785,2.675234915088683,2.844769730178811,positive
1.8792364127714818,2.626611385751807,1.6537289414224723,1.4222108742660735,2.5339397195990814,2.6443430915921726,negative
2.522487112919322,2.458910543126408,2.38520959450581,2.448551141724518,2.3606798256467734,2.3415438947006257,negative
3.4181703096430076,2.5900554386535806,2.031946486723923,3.1716856445856396,2.9089775763961185,2.1515103802471662,positive
2.074974890736423,2.094573047689446,2.934152194322482,1.934714637053876,3.1371535248605062,2.9028001218179496,negative
2.223228682757136,2.6524288714793136,1.5299030607559303,2.8867450629216562,3.4864078624535155,2.5874846102873295,negative
2.3373360664041756,2.8914146176477957,3.0331194708770353,1.8637506745556787,2.4935689388977105,1.9275465209804392,negative
2.7462637012406126,1.8279467861636511,3.3471536432012234,2.713060444983547,2.0848254897576,1.5765217627294241,positive
1.251440193046678,1.4502009490949619,2.4721459248889954,1.7107829473509946,2.5041604238815793,2.605265226017188,negative
1.5673843337996034,1.6902704531914217,2.746353085548566,1.2460387383058276,1.8130771618311696,1.7846436841818938,negative
2.122931329371199,2.790367338058664,1.3841497581165658,2.430834063088792,3.334156383052021,1.9782185741619247,negative
1.7580796623460828,2.623741895248792,1.7966607962353007,1.3991435143592759,1.9658187796438935,2.582832304484769,negative
1.7689826649642557,1.463587770267772,2.65218833520256,2.2557375073983073,2.427732365677321,2.452671647952649,negative
2.211900668002788,2.495090835355063,1.5325590699413145,1.5507807999746848,2.844812228657515,2.473628964077305,negative
2.6246822744453158,2.0485649284358454,2.672917090502472,2.297721568594733,1.825684660149403,2.1568158965679296,negative
1.4405848477622414,3.0663161760046784,2.2152571153218825,1.7086890449257472,3.409291834523843,2.387718260277023,negative
1.2884445033987084,2.3210945718291693,1.922129147982008,1.7819304658137531,2.2578089603998635,2.839953797473045,negative
2.0951675810077544,2.346215499004697,2.3261778899232914,2.001386608854834,1.8057443866648955,1.8225508313444188,negative
1.6046205252770618,2.6803646523274045,1.9379422848209904,1.5043402186516248,3.0310606608649575,2.5666010424748813,negative
1.1826313028768245,2.597128787597233,2.066277632825988,2.0796215940595992,1.6873795987805784,1.4333360644081836,negative
3.3196143796452002,1.755634234755771,2.5254696180594687,1.9722597667419022,1.9747597828810637,3.3223182215071017,positive
1.7125490531993302,2.3416671028093012,1.947501724102867,1.8941068194276425,3.388068885185413,2.191269622409597,negative
2.7225226478281503,1.69726427432396,2.763339145355312,2.7767694170618697,2.4834912223408847,3.0584425207260826,positive
2.2820900356691727,2.7743250366273533,2.447815508088293,1.6485092077725385,1.982587011390567,1.9826070203173387,positive
2.676935532808535,2.593389910774993,2.9803560547895,2.768468608561304,2.511982597362142,2.4778632385840123,negative
2.5389196371852254,1.3390565984089704,2.8153801783487293,3.0659530546455342,3.4276950707384994,1.4761090052746408,negative
2.3759798086297788,1.2947814943667846,2.848069023718711,1.661950775698696,1.899965939495341,2.5117490085245264,negative
3.0742313232307183,2.800256130160277,2.1151529001807647,2.3682480399907586,2.756220732312488,2.341529289578519,positive
3.6599594202909222,2.886926686434279,1.89512933999803,2.1694587365640263,2.1701961503730662,3.1079183140851416,positive
1.7047308361865792,2.96492295590467,2.2751058787565865,2.5805626790124974,3.434498866886525,2.705301488077093,negative
2.989654731689317,2.045547169538595,3.0454571936673247,3.17197661636053,2.531484330645217,2.8672910907302778,positive
2.879888771723451,2.0591158231131295,1.391722046741984,2.319053116558966,2.828372586437774,2.7659355057242605,negative
2.810800911848144,2.040866864670444,2.4304715686112757,3.414658178251436,1.7674735439960099,1.8570517950296699,positive
2.412971379588577,2.2923078797793246,3.6973489654245086,1.7298795395863362,2.2723242795372425,3.055530355682131,positive
1.823933554705157,1.6123404970392072,2.15054820594747,2.2878005097628633,2.952792778407056,2.6680786382358437,negative
1.9673241775474999,2.462521737161223,1.717970291165653,2.666611647362461,2.0533385985248507,1.8005837995163976,negative
1.5403320466214845,1.5859901724523098,2.257780006179576,1.8893674819727841,3.5389995703787704,1.9291438051404985,negative
2.3871375457849404,2.2935352725543807,2.492806583728256,1.5257275911266366,2.4160662612671944,1.8674269114708,negative
2.976052131794325,1.9261749135556334,1.5773610722511286,2.61335449766707,3.314291104057103,2.2170769682355926,negative
1.9322629818552046,2.0304562873437564,2.0156595472080987,2.3672182872476744,2.4385550638218723,1.2873201346554601,negative
1.5126339336633885,2.2287839873585855,1.5536983465770375,1.5410925201322019,1.8096595486795273,2.112237260336981,negative
2.017315782806346,3.1893900053670365,1.329567007134922,3.0257511973093663,3.4374265997010456,2.2308085307312386,negative
2.3319272674031226,2.112142128727184,2.710574067588606,2.0914293107434188,2.3884422657540596,1.6513839540582667,negative
1.1025982434981467,2.021611492345129,1.9912333527593127,3.0245820337484113,2.3878040657744046,1.7687736528730311,negative
2.3618757027429496,2.099843177505016,1.6511986025493388,2.875195530468928,3.0260002453572032,2.4769959403602226,negative
2.7454248685924836,2.4660982732319776,2.0423297544770214,2.424997108855154,3.4100335720776864,1.9218041053705455,negative
1.631640977570094,1.8986810289949767,1.6370972132373804,2.656970855994597,3.3971429008962186,2.944868441294968,negative
2.0894909217455004,2.531457253598573,1.5231534583000814,2.5576634958556705,2.0728776931948203,2.705835750609029,negative
1.7224796944238436,2.6295837845678087,2.65382852387544,3.0445380608658437,2.214950086727479,2.721600015695071,negative
2.7291052725854072,1.9972132118056187,2.1908798231680024,2.671253092857812,3.0750467738736194,1.543597586063505,negative
2.328113544746726,2.446538141655724,2.275830151838239,2.210467922210948,2.946342340627111,2.821706261693439,negative
1.636641157880494,1.5401919950138319,1.365491096392369,2.4741210388633634,2.603679019562758,1.9999995980321574,negative
2.5971741931631582,2.6045882126605577,2.4502490413405487,1.9810822972919089,3.2612143957860007,1.3533155566199082,negative
1.433356615830394,1.4884973037621723,2.9291295712224,2.354098438732327,2.7884454529342793,2.151521498493845,negative
2.5628090556331324,2.44474907297139,2.991257079820821,1.7663266111706715,2.7163196077331184,2.5234085464454776,positive
2.6309044165060307,1.8337526104082102,3.256938200266906,3.3527870932525823,2.841692682876767,3.1320050522136507,positive
1.3135804473387886,2.2872832400223895,1.621214411101731,1.938010657422566,2.568988711445995,1.3221245931857637,negative
2.4358473673124545,1.5883440950776777,2.843045093408734,1.6814843662612189,2.5103754708476846,1.684453258649544,negative
2.5427865651071104,2.7141347376186795,2.619475898852162,2.6280247979036164,2.303613443329491,2.1500018905091833,negative
1.4806361147409974,2.3605983481641455,2.5090554810482613,2.3681668694148805,3.5221352975042577,1.3516611505501077,negative
2.913643217231945,1.6905013588459865,3.1894658672225606,2.848142502619656,2.714092216330227,1.8739839014097284,positive
1.3216967021503971,1.7044162660675137,2.0338001797275345,1.762216343652132,2.8907195091161713,1.6070221011499815,negative
2.0313180537355016,2.568997978041849,2.8015906683694887,2.6562057412232702,2.828498901466608,1.9113686990793153,negative
2.8003341633566325,1.471104161856061,2.61637336100207,1.7228708088268778,1.718596243242994,1.4822294506481548,negative
1.3311383377200396,2.9955107533145067,2.807477100972725,2.37190879332318,2.4801897990258004,2.1193363798929554,negative
1.160333146129289,1.5266443415574085,2.9363756796570972,2.041651684220523,3.1433558134985686,2.1957897096340897,negative
1.8409726090651517,1.5354453383132913,1.9781568074844778,1.7295724404344412,2.6604115778544855,2.46435242628873,negative
3.4641396697168267,2.8614036761123507,2.224718130515325,2.6361414453939984,2.1593463442947463,2.3894890387617687,positive
2.291776529493018,1.4122691939217424,2.7064170014392657,1.5773368709962767,3.059820817745267,2.9978221699428897,negative
1.4596453750761416,2.8168739941640593,1.3572920032321387,1.650308219837337,1.9884120798108158,1.3443462570657225,negative
1.9500058889742873,2.6921874559436394,2.561735541897949,1.9932906804903234,2.423622931503727,1.8434816513949583,negative
2.1305021286782186,2.1458865147376045,2.657907890130134,3.3968798279692396,2.030620226448397,2.010891207559578,positive
1.3270173981661588,3.024938580817131,2.9904607108789927,1.6843726692259615,2.5946914119860387,2.401704858518266,negative
1.6282575835065924,2.3784583980344456,1.5555239443028213,2.503475368991178,2.3980448012992945,3.026871588992772,negative
2.4394646567537697,1.3165108190806418,2.3109835786369994,1.8433306068917794,3.0332940323949904,1.9205727669082975,negative
2.470838236881377,2.0120458814982816,1.5987792070700446,1.4191810944022127,2.3324040227078386,1.2553858882468034,negative
1.842661161728969,1.6239358041652223,1.863209875284766,1.829664199980791,1.7705267588529663,2.863707856749904,negative
1.3447648892904143,2.038480772728902,1.861586416290638,2.5656464477915755,3.377602150762639,2.2032601774789473,negative
2.8431815401223375,2.256548011046574,3.0483131929526035,2.933685250024625,3.0063295657857125,2.350717647352297,positive
2.1129780813285493,2.787423517917197,1.4967680441851599,2.181820177893498,1.9243310521960013,2.291523285784721,negative
3.625608611709407,1.901019616101227,3.2325837115714626,1.859297689062879,2.0502335494623765,2.8442451348315,positive
2.885706761525238,1.8831987454563706,2.7001689563834392,1.3455340060816057,2.7253336875885426,2.443525919606115,negative
3.5272275490627614,2.5549831377569054,2.360154775538855,2.2817512875095423,2.7098202073310915,3.32158838837166,positive
1.420423676100049,1.9297630945688058,2.7568531392769513,1.477730933198356,2.824643217559502,1.8512819063452535,negative
3.399362702750247,2.2584452621967688,3.360126953473797,1.9687799654972602,1.4933486130135336,3.054227118793963,positive
2.8585451031466107,2.726938332689246,1.8228302003779164,2.9450486823225996,2.411760050563188,1.5663665690624904,negative
2.0675437034874147,1.3455192925869652,2.1629808277248275,2.269724366036655,2.7997771907255387,1.878755709101341,negative
2.7309476441723333,2.982975937518545,3.3473629048619147,2.367587634277263,2.4371240116505466,2.697635968930949,positive
1.8537239698311831,2.1118772593837134,1.5733655663070032,2.99334010698875,2.4379688874311407,2.350175016943541,negative
2.386584931410282,1.506635594172814,1.8777622621507806,2.217776445431846,3.0501049952360337,2.1404003163817973,negative
2.0714542380820946,2.5794560320013704,2.6966800555970347,1.816217512082356,2.143178858230697,1.8768859547488328,negative
2.529181936703157,1.8373917596207772,2.7667390380049754,1.8057279788900829,3.1121923215227993,2.76406434433251,negative
1.5612156083467517,2.690921901564797,2.736388452213218,2.613642773006429,3.130237455272459,2.0856814307963525,negative
2.1226453327585597,1.7675339359851747,2.349678935787416,1.6153315103153414,2.200581701256609,1.7586821125820116,negative
2.5964588211848207,2.785259617380006,1.867603185336985,1.6315740017109626,3.039859482390167,2.3136248836629805,negative
1.2288252776549378,2.69385470008387,2.549851348919838,1.9774319798187063,2.070415325587333,1.9782179673078155,negative
3.5118431384354545,1.941593881766271,2.1770769964629677,2.014299238650261,1.5813713903146764,1.9665884706720438,positive
1.576484640137102,2.6438372955821032,2.9011250588193906,1.6642553589933584,2.284611834980076,2.3679798757127535,negative
3.4137627941083104,3.013634636626593,2.451765862136252,3.2276195699259316,2.9176194280938943,1.9480578550635663,positive
2.650488132580389,1.671390315228905,1.9970527740208093,1.3992989079518028,2.0490265624685984,2.532575585490138,negative
1.8728752512928182,1.612241773483644,2.302114225036255,2.574613166122263,1.9461841191342863,1.886811529305681,negative
1.7186628786591318,1.6846367895206975,2.8169911460579775,2.0133979556734367,1.742627597777115,2.0773168141502723,negative
1.676417945619088,2.3775895467211723,2.5651016411799974,1.618081432536888,2.1661932944651396,2.2239419169911896,negative
2.3315827876122275,1.5398741523429167,2.363918648390984,1.6443985942245172,1.82903413824152,2.9618490100498938,negative
3.741600428246374,2.2421453113624996,2.213732295282022,2.258923824125255,1.9107342900664177,3.0705828166853006,positive
1.9525077460627116,1.8344355865430204,1.8932913025029772,1.761577607640747,2.888436717374836,2.438693513491645,negative
1.7641498117717342,1.331794541507858,2.8598649787148114,1.702519505658944,2.0186916078517947,1.7990150553564557,negative
1.5391625157687987,2.350052650983875,2.150274949418575,1.976085411764946,2.917775913349627,2.3998896257691484,negative
1.2948326463514015,2.318313908850694,2.040636923870776,2.755245921272782,2.9230903475899184,1.979362439438186,negative
3.042254335988532,2.161955309183815,3.7026907736095875,2.1129272082977013,2.172156056175877,2.9034207666798655,positive
2.130826432167074,2.9226175768596616,3.4229413308001337,2.7938561897314815,2.486131635155515,2.2909655777668076,positive
1.9472844665081384,2.8581668716508526,2.241325372410186,1.9619674452773093,2.3423948801699974,2.433814632731007,negative
2.05486911881355,1.5503682772315426,1.9933778954558432,1.8863617656054885,2.637295870406658,1.5460074783450053,negative
2.3528496023213377,1.324229157544534,1.8536036054969662,2.768227491426845,3.4764400911622753,1.9898184834671864,negative
1.8200277670794482,2.7805862506382693,1.4828638515404058,3.08287271048184,3.172332182193396,2.9434763515263582,negative
3.6503610159537776,2.1458043414383665,2.6461921956868246,2.7255741288461377,1.7755089597788676,2.4790325002397444,positive
2.2328487815175375,1.9692861998213746,2.9637557090627826,2.69355719982554,1.9113088577787816,1.8855143481615035,positive
3.4116147621039317,1.4759993973229446,3.0658367046827557,2.486519346967393,2.8507399974072767,3.235612403764492,positive
1.1882519661637685,1.76794685426593,2.8378790734843795,1.602997281695444,1.809534258781283,2.6434270030448648,negative
1.8916664197163413,2.1253411809875975,2.634002637578543,3.0452042221480613,3.145386580631018,1.8651697109169707,negative
2.3770287575160967,1.405321149150257,1.4395290923609365,2.25995547109122,3.378311814973634,2.9086518441496536,negative
1.6877913984931077,2.658718921022924,1.6955974590188032,2.073395578346907,2.3161336032290585,1.42204716179201,negative
2.2761928863689924,2.9935505047317954,1.9669090428191958,2.2377742690306817,3.169263220557184,2.236529945396411,negative
3.1874999745982358,2.963837500131714,2.0454297241413384,2.985822173177334,2.741495589163398,1.9928346235933705,positive
2.4671029852468975,2.792414950061076,2.6305904751963394,3.087392461339451,3.563848517713808,2.7035261364329,negative
2.7136363529570393,1.92043751728689,2.2935689819402745,2.802289227177467,2.6361985638971337,3.0094761317992655,negative
2.5899112381254255,2.791055867034431,2.81626915440373,1.8816389001485072,2.1488287758872406,2.0391155128338667,negative
1.1813625481991337,1.7352614235719956,1.580340109390513,3.01622399606384,2.3464360434820755,2.5921522940254293,negative
2.8504976146086936,1.9335565156535517,2.6266062961673717,2.5453716805968014,2.5920555131250502,1.8686328432518746,negative
2.2608293894449707,2.265085194933474,2.773407595295218,1.7030888723325872,2.6737732957582248,2.8430142833439853,positive
2.5853608622709507,3.031588650273181,1.9831567913145935,2.622800817010203,2.256905694360686,1.4421985521443221,negative
3.2497078715223577,1.501790739859608,3.3630987396489704,2.9148712357665425,1.6369619412716772,1.7926504981259304,positive
2.835942621761254,1.9387983713221097,2.2048732186804116,2.464309469172214,2.416821470560322,1.532432005535131,negative
1.5639357387262431,2.312831045954694,2.549438567769662,2.7635132307961308,2.4123715082741852,2.502449679907549,negative
1.4203832243602785,1.41237989955775,1.3270449824747483,1.5827188877632927,2.62570856687628,2.097803127260417,negative
1.4973372559417755,2.5224125198116893,1.9828161756546139,1.7539897903357582,3.1910758854082926,2.6898962494913286,negative
1.7582787679445366,2.78906933569164,1.9339036807679397,2.884337058393674,2.051819421437912,1.7158851870000005,negative
2.6106623081349545,2.6078856063108486,3.4896343334106454,3.3735119638337028,1.8032288971466386,2.28033735435975,positive
2.050541181140421,1.4277007512837367,2.6201871556764504,1.410333318221917,2.0445201349945075,2.4159299621549253,negative
1.2154576639260317,1.3498537818723342,1.7771351553408414,2.1799826026169242,2.5532093752242297,1.6060707388960378,negative
1.3398813832145091,1.4868746121943017,2.0320898924322286,2.854057121490517,2.434314206555664,2.0649488548048174,negative
1.4728175879311005,1.3501304600285888,1.505383144316432,2.1991163386452652,3.009478462321466,1.4945502340281076,negative
1.2765867231347923,1.9410435531313124,1.9177913541181248,2.5294639010232145,2.5201578828923155,2.033338733300398,negative
1.816490542187987,3.097487868733861,2.374989848010867,1.7316716948175128,2.600261863053849,2.3144706794036227,negative
2.7528461753114284,2.5517443774671342,2.0703140514152345,2.293368302472431,2.198976187485987,2.767270049752287,negative
3.1856715910499496,2.6619807100174695,3.0355119685191365,1.7115500243605728,2.6621370926884964,2.67333260526074,positive
2.2987741184325152,1.5879337532660334,1.6519066702511864,1.8886300357219201,1.688036354832952,1.7422901376568816,negative
1.677129857378147,2.0386030937267403,2.8474942176258287,2.1934139710198957,2.2049600563585963,1.7585232875269896,negative
1.4470120136892342,2.5730958216826143,2.3314538998915735,2.683947470591481,3.4468445842490727,2.799665434000375,negative
2.4163334751151115,2.0314068168879476,1.9958794641702937,2.0831849562263822,1.919503126449827,2.584560952115854,positive
2.1047250411434475,1.8416273232522262,3.7542216668471347,2.6391760799150945,2.4751334278937365,2.341538004894197,positive
2.7203329003588697,1.660098820331568,1.8017419364032756,1.9636450750766745,2.40435984641892,1.8385782575214398,negative
2.1165967765633247,1.3375908678468968,1.5451193713061178,1.7945547463874232,2.282772294167275,1.7826911687575389,negative
2.3696759541269037,2.7753218964528714,2.5272299579121795,1.5401667037201192,2.810408703018207,2.962361457317225,negative
2.525768491819878,1.7562637569440749,2.2557782869572764,3.074672357920419,3.326621343331892,3.012265232254764,negative
1.9222729267286163,2.969655005106108,3.0147774197380075,2.731137704231212,3.2023943823390013,2.6316128636537535,negative
1.2633562539752659,1.8139414982407014,3.0785914121149665,2.2486321162262493,2.4100478717601677,2.3662305689736423,negative
2.7412960813027896,2.6985759114733296,2.2379271164249395,1.5254921036701063,2.6472963761684185,2.8543758522613434,negative
1.9605730428954513,1.942839248480646,2.8338280079126656,2.397068216840963,3.396551669734193,2.937194631638757,negative
2.473765567974833,1.9455181049288384,1.4795767207099784,1.4476564365466162,3.542476190776603,2.5069683519526547,negative
2.4163874237700442,1.5967706018418517,1.519608177708504,2.109605861593845,1.8836539238184289,2.7325662006466396,negative
3.4206338084085752,1.3638618203819397,2.934630433315826,2.1759911026239456,3.0458638422305175,2.8243821137452327,positive
1.3200850888875426,2.3412462432439436,2.4093582458423883,1.5599094165312395,2.2476261734900564,2.325478424722124,negative
2.0948155263624697,1.782143577621019,1.5589297532600654,2.007768948408798,2.5652545675460567,1.814228096269907,negative
2.517969847772286,2.499853913260989,2.7353183475478353,2.5677704021794363,3.299915206249949,1.6902870684747455,negative
1.7313114471426045,2.2699753692567444,2.958841730361241,2.982335784311073,2.2825466968186197,1.6123907134336066,negative
2.593613322289149,2.025270578048743,2.8545402412352536,1.4589487921724236,2.567366159239156,2.743804620543655,negative
1.5420610846148137,2.1050601442221146,1.9785844529240313,1.980284296630778,3.2868739276579872,1.7644877566627413,negative
2.496394214368251,1.6692575364392868,2.458871574080298,3.119111474208768,1.692894276147894,2.1554996003797493,negative
